"","x_cord","y_cord","gene"
"cell149215",7028.1094,4087.0625,0.4091123
"cell149220",7014.935,4101.1167,0.36344448
"cell149221",7127.7534,4104.3506,0.38225195
"cell149222",7108.8438,4104.893,0.42214513
"cell149223",7032.3804,4105.31,0.3464417
"cell149224",7082.1523,4105.377,0.42793918
"cell149226",7050.405,4107.143,0.3960797
"cell149229",7180.237,4108.4736,0.2227302
"cell149230",7183.785,4113.07,0.19586813
"cell149231",7173.3335,4116.4224,0.43228325
"cell149233",7043.0186,4121.2725,0.40754065
"cell149234",7119.801,4116.3877,0.43401432
"cell149235",7173.7305,4123.4346,0.32997492
"cell149236",7032.899,4125.443,0.3554833
"cell149238",7078.846,4140.5884,0.47593728
"cell149240",7125.72,4129.8223,0.2950563
"cell149241",7299.5703,4133.248,0.5187126
"cell149244",7017.407,4141.325,0.39359203
"cell149246",7124.986,4138.5317,0.2785835
"cell149253",7050.8545,4144.4365,0.3260034
"cell149254",7043.418,4154.029,0.35470068
"cell149255",7033.3916,4143.18,0.34566614
"cell149258",7065.7637,4153.991,0.5471203
"cell149259",7029.3706,4160.1963,0.35217124
"cell149260",7261.06,4154.706,0.4844032
"cell149261",7017.5586,4160.3247,0.39461222
"cell149262",7147.8716,4164.9,0.36715016
"cell149269",7036.1665,4175.6333,0.25807914
"cell149270",7196.35,4173.463,0.3728496
"cell149273",7011.0776,4176.1777,0.27755788
"cell149275",7107.4365,4175.9614,0.48016986
"cell149277",7172.58,4187.807,0.4446946
"cell149279",7028.9497,4188.252,0.5404807
"cell149280",7044.5254,4183.748,0.3047734
"cell149281",7053.533,4195.08,0.35789794
"cell149282",7108.8457,4195.809,0.3995994
"cell149284",7084.154,4201.6826,0.33411473
"cell149286",7219.466,4204.5195,0.5412123
"cell149287",7205.8735,4205.184,0.42584512
"cell149288",7318.2197,4206.308,0.46578526
"cell149289",7069.535,4208.6196,0.32425332
"cell149290",7020.5713,4216.8687,0.25919798
"cell149293",7049.3486,4216.751,0.32429963
"cell149294",7061.9287,4223.384,0.3000682
"cell149295",7026.2915,4230.4575,0.37011638
"cell149298",7063.765,4237.1455,0.3751354
"cell149302",7047.2017,4239.523,0.25062543
"cell149304",7110.5913,4244.8027,0.5098297
"cell149306",7149.8247,4247.5923,0.468245
"cell149309",7099.6284,4248.986,0.5020029
"cell149336",517.70636,4250.085,0.16774863
"cell149339",128.19698,4248.3335,0.0855652
"cell149340",343.4964,4251.9927,0.123243116
"cell149341",426.046,4251,0.12435062
"cell149342",499.61462,4248.2876,0.110974126
"cell149343",109.63636,4249.758,0.06575437
"cell149345",598.73645,4254.3765,0.7811162
"cell149349",226.93661,4252.4575,0.23157035
"cell149351",181.37704,4251.623,0.15006927
"cell149355",323.46854,4257.6084,0.17655121
"cell149356",368.33588,4254.893,0.43770233
"cell149358",238.53165,4252.291,0.226546
"cell149359",21.068182,4253.273,0.06894571
"cell149360",278.61972,4253.6763,0.33083194
"cell149363",627.0833,4256.245,2.4780798
"cell149365",90.83117,4254.857,0.10281267
"cell149366",420.05826,4257.6797,0.13174312
"cell149368",316.88135,4255.288,0.022162003
"cell149370",390.54544,4253.8184,0.10192207
"cell149372",405.4222,4257.0073,0
"cell149374",117.04256,4254.9575,0.09294408
"cell149375",453.63443,4259.099,0.19568925
"cell149376",33.878048,4253.878,0.09188595
"cell149378",104.07143,4255.6904,0.09121012
"cell149379",213.59683,4255.368,0.21266818
"cell149380",335.1233,4257.3696,0.09142277
"cell149381",465.5921,4253.921,0.12697446
"cell149384",10.5,4255.9546,0.07723211
"cell149386",124.361115,4256.9165,0.06412714
"cell149387",136.37704,4256.5903,0.16156168
"cell149388",78.73913,4257.304,0.06293775
"cell149390",288.92593,4259.815,0.19577546
"cell149396",384.66666,4259.0225,0.11354723
"cell149397",16.878048,4258.122,0.06529011
"cell149400",377.7963,4259.963,0.10266838
"cell149401",48.5,4259,0.10029657
"cell149402",488.18842,4258.304,0.15482806
"cell149404",29.26923,4259.8076,0.07336807
"cell149405",298.79245,4261.5474,0.1985669
"cell149408",390.9091,4260.636,0.14166199
"cell149410",480.17334,4260.76,0.107681945
"cell149411",118.702126,4261.2554,0.07209357
"cell149412",433.54883,4260.2324,0.05184654
"cell149413",95.58209,4260.2837,0.09166991
"cell149414",371.4536,4266.969,0.07276644
"cell149415",533.965,4260.028,0.2752994
"cell149426",186.15533,4263.9805,0.20967853
"cell149427",355.46237,4262.43,0.14026394
"cell149429",344.16534,4262.3467,0.18475652
"cell149437",500.88,4265.6,0.16811247
"cell149438",33.484848,4264.697,0.079961784
"cell149439",267.29202,4266.354,0.44438586
"cell149440",436.55356,4266.0713,0.11594369
"cell149442",385.7857,4265.024,0.1352413
"cell149443",109.46939,4265.163,0.070745446
"cell149444",227.93518,4265.8613,0.22629166
"cell149445",123.73684,4264.9736,0.07121963
"cell149454",406.50665,4266.92,0.09455661
"cell149455",521.4301,4264.3335,0.08723798
"cell149456",290.4643,4268.1787,0.21537252
"cell149458",587.0974,4270.0615,0.43114907
"cell149460",94.860756,4270.5317,0.12765005
"cell149461",363.36734,4267.255,0.05540594
"cell149464",379.8021,4270.146,0.09931104
"cell149465",397.80734,4272.3027,0.045608412
"cell149466",10.04918,4269.787,0
"cell149468",132.875,4269.0537,0.034502685
"cell149471",197.69318,4269.352,0.2574213
"cell149472",39.28,4269.76,0.061811533
"cell149474",62.30137,4270.6577,0.13611592
"cell149475",301.49197,4271.4224,0.09868294
"cell149477",419.4079,4271.9077,0.067202054
"cell149478",145.6747,4267.6865,0.12341597
"cell149479",208.7963,4270.3887,0.20879364
"cell149480",125.575,4270.85,0.066326745
"cell149482",116.954544,4270.75,0.05646587
"cell149483",326.9227,4271.883,0.13484739
"cell149484",443.52307,4272.5845,0.07700703
"cell149485",277.8734,4271.861,1.632979
"cell149486",310.5946,4271.3423,0.10088434
"cell149493",189.59375,4273.1875,0.13658305
"cell149494",24.711111,4272.689,0.11251231
"cell149495",346.26108,4273.054,0.0925578
"cell149496",414.66666,4275.3335,0.11844283
"cell149497",428,4274.6016,0.10551906
"cell149498",161.15384,4272.904,0.10406192
"cell149501",538.0324,4271.2163,0.36609325
"cell149502",227.64706,4274.0293,0.1817761
"cell149504",406.5849,4274.2266,0.0918921
"cell149508",388.05713,4275.8096,0.09931057
"cell149509",359.90567,4274.906,0.06353493
"cell149510",109.38028,4273.7744,0.07054346
"cell149513",137.65823,4276.7974,0.10985307
"cell149515",476.1858,4274.1284,0.15238999
"cell149516",206.04878,4276.727,0.16108547
"cell149517",288.4731,4278.796,0.3426702
"cell149521",462.8362,4280.4053,0.11394601
"cell149522",17.101265,4274.886,0.11696255
"cell149523",44.478874,4276.493,0.11616422
"cell149528",116.25641,4277.923,0.05319205
"cell149529",8.066667,4278.0444,0.057825197
"cell149537",96.088234,4280.353,0.09788257
"cell149539",402.27472,4281.176,0.0717743
"cell149540",436.4433,4280.8247,0.11172763
"cell149542",69.741936,4282.7637,0.08994924
"cell149543",367.92993,4279.471,0.2190912
"cell149546",354.25,4279.6445,0.09453937
"cell149547",599.9357,4283.5054,2.4503856
"cell149548",28.210526,4280.6577,0.071515165
"cell149549",254.04884,4281.9653,0.8370056
"cell149550",447.7143,4282.2617,0.11151963
"cell149551",129.73077,4280.5576,0.11294875
"cell149552",247.04762,4283.1665,0.30203983
"cell149553",111.77778,4281.5557,0.06764493
"cell149554",486.56,4284.5312,0.116162024
"cell149556",118.44444,4283.7285,0.05639099
"cell149559",340.4366,4283.127,0.1382903
"cell149560",105.704544,4281.864,0.08024684
"cell149561",162.13461,4282.096,0.10824517
"cell149564",23.486486,4283.3516,0.06849626
"cell149565",46.436363,4285.1455,0.08664435
"cell149566",17.52174,4284.522,0.090289585
"cell149567",41.771427,4283.543,0.064756684
"cell149568",142.57143,4284.2617,0.079436876
"cell149569",415.36084,4285.2886,0.076599315
"cell149571",11.488889,4284.3555,0.06621669
"cell149574",319.7211,4284.9727,0.16173129
"cell149577",454.36957,4285.3477,0.09578099
"cell149578",621.8794,4287.563,2.6378841
"cell149579",425.89856,4285.9854,0.07749213
"cell149580",504.84897,4287.604,0.097547434
"cell149582",612.0227,4287.886,2.3980792
"cell149583",36.02041,4286.3267,0.043401938
"cell149585",136.45833,4286.0835,0.058719244
"cell149586",217.89285,4286.3096,0.16456114
"cell149587",638.94495,4285.927,2.3197
"cell149592",200.58667,4287.16,0.14365788
"cell149594",347.82968,4289.143,0.13956366
"cell149595",370.14667,4287.5,0.084221445
"cell149599",54.31818,4287.977,0.08685426
"cell149600",163.0431,4294.207,0.09509522
"cell149601",105.01588,4290.619,0.06820725
"cell149605",122.15254,4288.0337,0.07750284
"cell149606",296.48816,4289.358,0.20726418
"cell149609",3.4666667,4289.3667,0.079740606
"cell149611",570.4726,4291.5205,0.55954945
"cell149612",145.95122,4289.829,0.061791528
"cell149615",131.55844,4293.4287,0.06189066
"cell149617",406.08737,4287.9517,0.14020129
"cell149618",476.6184,4288.6313,0.1612732
"cell149619",166.42424,4291.864,0.19956903
"cell149620",326.7447,4291.6914,0.054497123
"cell149621",438.59183,4290.939,0.12321135
"cell149622",455.35,4289.817,0.12182827
"cell149631",235.81633,4288.932,0.16283207
"cell149632",18.37037,4291.426,0.10624921
"cell149634",399.391,4292.6616,0.084156975
"cell149635",220.14084,4294.831,0.08726821
"cell149637",334.1111,4294.511,0.15072478
"cell149639",29.695652,4293.304,0.0910289
"cell149640",40.19149,4293.064,0.059315216
"cell149641",520.4538,4296.689,0.28506374
"cell149643",272.02667,4295.141,2.614015
"cell149644",414.8846,4295.0386,0.087266624
"cell149645",150.71213,4296.4546,0.096363135
"cell149646",316.67743,4293.113,0.1252901
"cell149647",454.76785,4294.5894,0.117512085
"cell149649",384.45038,4294.29,0.090704136
"cell149650",591.7915,4298.39,2.26659
"cell149651",55.361702,4294.8726,0.09979975
"cell149653",119.24324,4294.3516,0.061697394
"cell149654",421.11765,4295.603,0.08282827
"cell149655",445.81982,4297.6216,0.2186948
"cell149657",493.10294,4293.9414,0.18079929
"cell149661",255.87248,4297.839,3.031276
"cell149662",535.98346,4299.851,0.24490853
"cell149663",376.80975,4299.4194,0.098729864
"cell149664",474.22665,4295.973,0.23311345
"cell149666",126.25,4296.7046,0.0838468
"cell149668",16.425,4296.85,0.082008414
"cell149669",461.98148,4297.685,0.11080227
"cell149671",564.75726,4299.7866,0.22409458
"cell149674",221.01324,4302.1987,0.17686486
"cell149675",305.04944,4299.385,0.1388399
"cell149676",399.3793,4300.1553,0.2152452
"cell149677",434.39395,4298.773,0.111736655
"cell149678",485.2623,4298.8853,0.23481765
"cell149679",48.568626,4298.2354,0.15697494
"cell149681",236.72946,4304.7197,0.24530542
"cell149682",80.73585,4298.6226,0.08891046
"cell149683",156.57143,4298.405,0.10606464
"cell149684",353.11926,4297.3027,0.13077186
"cell149686",7.189189,4299.5405,0.082932524
"cell149687",606.1093,4301.1367,1.8901249
"cell149688",69.20339,4299.4067,0.10072646
"cell149694",140.70833,4299.9375,0.06623579
"cell149697",368.97296,4301.5137,0.131315
"cell149700",621.1,4302.9546,2.2996852
"cell149701",121.302635,4301.487,0.09080138
"cell149702",497.74158,4299.798,0.13805266
"cell149703",102.34123,4311.687,0.073034786
"cell149705",59.690475,4301.476,0.07666456
"cell149707",238.93846,4303.8,0.28160715
"cell149708",291.3,4301.5,0.40215427
"cell149710",26.47619,4303.095,0.11453412
"cell149711",19.386364,4302.341,0.076535255
"cell149712",178.75757,4303.015,0.1442629
"cell149713",160.36363,4302.515,0.10557441
"cell149715",505.28986,4302.3477,0.13184361
"cell149717",357.89566,4303.513,0.12396528
"cell149718",478.7676,4305.655,0.1057078
"cell149720",465.27173,4305.3643,0.13388787
"cell149722",513.5714,4305.3477,0.1163993
"cell149723",9.71875,4304.75,0.0759238
"cell149728",207.85,4304.975,0.10645952
"cell149729",427.2038,4306.2275,0.1703683
"cell149732",490.42307,4305.769,0.2373778
"cell149733",306.75244,4309.175,0.14396624
"cell149734",325.3153,4304.6665,0.21502219
"cell149736",373.72726,4306.8545,0.10856322
"cell149738",405.92517,4306.952,0.18070173
"cell149740",147.76923,4306.731,0.09021496
"cell149741",112.78,4306.74,0.10311486
"cell149742",167.18182,4308.1816,0.11026412
"cell149746",142.36986,4307.548,0.081605285
"cell149747",155.40425,4306.4683,0.084452085
"cell149750",343.21753,4308.0386,0.087463506
"cell149751",130.79591,4307.4287,0.06052437
"cell149753",265.12054,4310.558,2.771278
"cell149754",348.78946,4308.088,0.13169624
"cell149755",364.7414,4308.6895,0.11476868
"cell149756",638.0686,4309.49,2.658676
"cell149758",283.53375,4315.2188,2.9055047
"cell149760",14.3714285,4307.943,0.08421673
"cell149761",247.88495,4311.124,0.57641095
"cell149762",256.06522,4311.696,2.1402261
"cell149764",434.7,4308.7,0.14043358
"cell149765",523.2778,4312.651,0.19985816
"cell149766",561.20966,4308.968,0.25341192
"cell149769",415.0115,4310.9194,0.10035264
"cell149771",55.25,4309.5,0.070274025
"cell149772",200.2904,4306.466,0.38710162
"cell149773",460.3095,4310.5713,0.13238314
"cell149775",212.90475,4310.2383,0.14056157
"cell149777",42.392857,4310.3213,0.064076446
"cell149778",486.52747,4311.3516,0.1757097
"cell149782",587.6741,4314.289,2.5075974
"cell149783",29.142857,4311.5,0.20707217
"cell149790",611.79785,4313.4785,2.3708699
"cell149791",79,4311.737,0.07741547
"cell149793",299.93103,4319.4136,0.38065583
"cell149794",379.84296,4314.593,0.15088838
"cell149795",502.55136,4315.773,0.17079546
"cell149796",447,4311.67,0.11404037
"cell149797",48.31579,4315.1577,0.12344165
"cell149800",627.1619,4319.185,3.088497
"cell149805",454.6,4314.457,0.16760047
"cell149806",13,4313.054,0.09776631
"cell149811",84.31579,4314,0.089134976
"cell149813",328.8846,4314.718,0.1886801
"cell149814",137.75676,4313.757,0.07332394
"cell149815",316.9669,4315.3247,0.44543877
"cell149816",8.263158,4316.877,0.12198394
"cell149817",148.79591,4314.694,0.090744086
"cell149818",601.13635,4316.7627,3.1009867
"cell149820",532.1286,4316.6,0.2286347
"cell149821",160.85417,4315.2915,0.088545695
"cell149824",24.766666,4317.7334,0.099774145
"cell149825",396.89108,4317.698,0.26031852
"cell149830",541.8611,4316.7036,0.22964786
"cell149832",62.71795,4316.846,0.073745124
"cell149835",357.40427,4317.149,0.16728747
"cell149836",472.46695,4318.8345,0.116269365
"cell149837",220.35617,4319.548,0.13955028
"cell149839",206.25548,4320.7812,0.21204598
"cell149843",113.91111,4318.6445,0.08067741
"cell149844",235.46887,4320.304,0.10088475
"cell149847",178.78432,4319.9214,0.08731619
"cell149850",101.23333,4321.2334,0.058749586
"cell149852",335.8381,4324.981,0.11845773
"cell149853",370.53333,4321.15,0.13590938
"cell149855",155.02,4320.36,0.112611614
"cell149857",563.8169,4323.1973,0.33075985
"cell149858",86.583336,4321.857,0.09783151
"cell149859",135.8,4320.425,0.026290203
"cell149860",170.68182,4320.75,0.0996462
"cell149862",477.72223,4322.2407,0.121207014
"cell149866",246.95161,4323.3066,0.5802371
"cell149868",65.13636,4322.864,0.063666604
"cell149869",126.46939,4322.551,0.06043631
"cell149870",454.23077,4323.646,0.18015274
"cell149872",344.48215,4323.5894,0.4244487
"cell149875",187.36957,4323.4565,0.066126466
"cell149876",535.06024,4326.3857,0.2728718
"cell149878",277.15,4324.7,1.121919
"cell149882",36.05,4326.225,0.10723608
"cell149883",516.7613,4323.9873,0.11501469
"cell149884",43.132076,4324.66,0.12873556
"cell149886",327.6239,4324.416,0.38972285
"cell149887",113.44444,4326.0186,0.10506194
"cell149888",193.32433,4325.054,0.33113876
"cell149890",307.57062,4329.9775,0.38873503
"cell149892",142.65218,4325.7607,0.0577283
"cell149893",359.56,4330.785,0.08322765
"cell149895",440.58997,4325.054,0.48913756
"cell149896",544.1558,4327.208,0.20726469
"cell149897",587.9389,4328.783,1.9855072
"cell149898",159.37143,4328.5,0.09448191
"cell149902",69.666664,4327.2085,0.05824672
"cell149904",258.18655,4332.888,1.1837577
"cell149909",181.4,4328.4,0.075775966
"cell149910",100.818184,4328.909,0.059500754
"cell149911",135.53061,4328.102,0.040712055
"cell149912",374.14685,4332.1396,0.6133065
"cell149913",602.5,4329.5,2.397164
"cell149915",492.05753,4323.6284,0.09961062
"cell149917",217.39189,4330.0674,0.3118572
"cell149921",523.4415,4328.948,0.09676426
"cell149922",295.55115,4331.994,0.1683894
"cell149923",346.4917,4330.063,0.53320676
"cell149924",480.6316,4331.3687,0.2202667
"cell149925",461.86,4331.02,0.3748477
"cell149928",59.489796,4330.735,0.057777453
"cell149929",638.582,4332.9424,2.3220034
"cell149930",66.80488,4331.244,0.07383934
"cell149931",108.78571,4330.857,0.05936401
"cell149933",27.904762,4331.619,0.06751635
"cell149934",143.73685,4332.0527,0
"cell149935",46.836735,4329.4897,0.10054918
"cell149937",315.38095,4332.2856,0.24659757
"cell149939",270.0282,4337.885,2.0790012
"cell149940",174.34,4332.74,0.07873825
"cell149942",114.62069,4333.517,0.082059935
"cell149943",153.49474,4334.0737,0.16339564
"cell149944",547.5235,4335.8457,0.1709766
"cell149947",471.87234,4334.383,0.08086636
"cell149948",73.30232,4333.8374,0.06867137
"cell149949",499.41757,4334.901,0.1480803
"cell149950",282.74075,4336.4937,0.2959945
"cell149951",250.7438,4339.8345,0.958573
"cell149952",404.61594,4340.2427,1.3844885
"cell149953",436.72137,4342.092,1.3266187
"cell149954",519.34,4336.22,0.08724332
"cell149957",610.98773,4341.616,2.7390344
"cell149959",393.31046,4332.8843,0.8415949
"cell149960",166.81334,4336.88,0.057581425
"cell149962",119.53846,4336.4424,0.13236952
"cell149963",230.74167,4338.5415,0.12416911
"cell149964",210.74138,4335.5,0.17651355
"cell149965",396.6508,4339.0317,1.1323408
"cell149966",139.7037,4336.352,0.08882789
"cell149967",104.625,4336.125,0.0760957
"cell149969",620.8396,4337.0093,2.1434183
"cell149971",128.52942,4336.569,0.06562519
"cell149974",62.142857,4337.5713,0.063704334
"cell149975",592.6842,4339.263,1.9980412
"cell149977",180,4340.1846,0.09653046
"cell149979",422.76578,4335.356,2.9333916
"cell149981",632.87177,4341.222,2.6313512
"cell149982",489.125,4339.1787,0.13017854
"cell149985",569.6038,4342.6455,0.31671667
"cell149986",49.285713,4339.102,0.077128574
"cell149987",513.44165,4340.2915,0.14354305
"cell149991",233.59575,4341.617,0.31411877
"cell149992",454.70145,4340.5415,0.40762272
"cell149995",333.638,4344.0273,0.47470188
"cell149996",533.24506,4342.3643,0.2530025
"cell149997",477.42624,4343.339,0.28371638
"cell149998",113.48077,4341.75,0.07019114
"cell149999",374.09048,4342.9097,0.23238745
"cell150001",172.85333,4342.56,0.15371022
"cell150002",550.2672,4344.698,0.08422456
"cell150004",63.71795,4343.59,0.06519948
"cell150007",503.85938,4345.2812,0.1299015
"cell150008",55.08772,4344.509,0.074778154
"cell150009",80.36,4343.52,0.0809735
"cell150010",320.69537,4345.2783,0.22611971
"cell150012",69.07407,4343.2964,0.07379971
"cell150013",145.46512,4343.2324,0.05956129
"cell150015",38.467743,4345.2095,0.11926358
"cell150016",390.7465,4347.056,1.5982522
"cell150018",487.57574,4345.121,0.14408152
"cell150022",99.92683,4345.244,0.07319496
"cell150023",201.31944,4345.3613,0.16032568
"cell150024",493.2857,4347.486,0.12705575
"cell150026",154.97562,4344.951,0.054651238
"cell150030",312.38824,4347.906,0.15344405
"cell150033",463.77042,4350.791,0.5247058
"cell150035",165.80435,4347.6304,0.076208405
"cell150037",88.575,4347.775,0.07283132
"cell150038",107.020836,4348.0835,0.07767307
"cell150040",128.76471,4348.2207,0.08666035
"cell150042",620.13043,4348.804,1.952821
"cell150043",415.38913,4354.706,2.8897882
"cell150046",145.52809,4349.5283,0.052284516
"cell150051",551.8482,4351.384,0.15631126
"cell150052",591.58777,4349.611,0.9055085
"cell150055",11.397436,4352.1665,0.22684462
"cell150056",71.52381,4349.222,0.070964605
"cell150058",515.1067,4351.053,0.149223
"cell150059",630.5252,4355.622,2.0491743
"cell150060",176.7234,4350.1064,0.07940765
"cell150061",182.06667,4350.6665,0.08951368
"cell150063",280.8,4354.1475,0.21733253
"cell150070",219.60869,4353.5693,0.2613619
"cell150071",376.74347,4354.0303,3.3103058
"cell150072",532.78845,4352.981,0.13640991
"cell150073",170.125,4352.4375,0.067373194
"cell150075",254.0838,4356.503,2.2024763
"cell150076",65.583336,4351.6665,0.056489505
"cell150077",99.78788,4352.1816,0.054873057
"cell150078",154.78261,4352.391,0.07930764
"cell150079",292.26828,4354.622,0.1430056
"cell150081",46.8125,4352.979,0.023859961
"cell150084",147.23729,4354.8643,0.12741911
"cell150087",205.60606,4353.485,0.1752506
"cell150088",355.0643,4351.395,1.0104648
"cell150089",94.22951,4352.5737,0.07085657
"cell150090",400.59616,4356.404,2.5735586
"cell150092",270.34897,4355.599,0.5197757
"cell150093",114.986115,4353.0835,0.006512618
"cell150094",195.56522,4352.4927,0.08288532
"cell150096",499.85315,4352.951,0.08024933
"cell150097",33.5,4354.6787,0.08800997
"cell150098",75.38095,4355.905,0.043115046
"cell150099",450.1875,4359.7876,3.1772487
"cell150100",582.47,4356.093,0.5665032
"cell150104",140.18605,4357.0234,0.06785645
"cell150107",546.9123,4356.5967,0.12555163
"cell150109",300.10733,4358.605,0.17137504
"cell150110",188.52727,4357.4727,0.07061341
"cell150111",360.38235,4364.0366,1.8883104
"cell150112",522.7857,4359.1714,0.12971492
"cell150113",103.05,4357.6,0.06810462
"cell150115",538.1064,4358.7236,0.15993702
"cell150116",65.52273,4357.864,0.038131952
"cell150119",476.58502,4360.3633,0.6882253
"cell150120",161.47826,4358.2607,0.0790753
"cell150122",503.69644,4360.4644,0.1453617
"cell150123",606.37384,4359.776,2.1011438
"cell150126",286.24677,4360.2207,0.27156436
"cell150128",131.48936,4358.447,0.059284907
"cell150130",493.20636,4368.516,0.33945367
"cell150132",52,4360.796,0.08556181
"cell150135",618.5027,4364.1704,2.7921665
"cell150139",381.11887,4363.209,3.1396725
"cell150141",533.5647,4361.9175,0.15275656
"cell150143",29.75,4363.4644,0.2138968
"cell150144",109.30769,4363.231,0.08114637
"cell150145",155.75,4362.9585,0.06973215
"cell150146",249.7971,4366.79,1.7198552
"cell150147",464.2628,4367.5254,1.6106623
"cell150149",139.76744,4363.8374,0.059800267
"cell150150",434.62427,4367.0605,2.8895895
"cell150154",67.36585,4364.4146,0.0396033
"cell150155",403.35715,4372.158,2.0249202
"cell150157",203.61038,4364.3247,0.18390726
"cell150158",280.10126,4369.462,0.111906245
"cell150159",364.72528,4371.978,3.444019
"cell150162",217.59259,4365.7593,0.15229467
"cell150163",519.7455,4366.655,0.19047415
"cell150165",547.8,4366.8335,0.11428838
"cell150170",93.245285,4367.1133,0.06029741
"cell150171",180.59091,4367.114,0.07025733
"cell150172",188.55933,4366.4067,0.09861197
"cell150176",567.1687,4368.1206,0.19546579
"cell150177",86.325,4366.45,0.047267497
"cell150179",167.7381,4366.6665,0.084857956
"cell150180",510.93332,4368.1333,0.11514952
"cell150181",233.8427,4369.146,0.24233675
"cell150184",584.2815,4366.8296,0.40795007
"cell150185",81.46,4369.14,0.057068624
"cell150186",336.32523,4367.5684,0.66581225
"cell150189",609.8317,4378.531,2.3300362
"cell150191",174.46666,4370.489,0.05417022
"cell150192",388.30353,4373.886,3.101344
"cell150193",490.06924,4376.9,0.33665228
"cell150194",103.76087,4370.413,0.07503603
"cell150198",303.79382,4372.031,0.51066905
"cell150203",543.3333,4372.4834,0.11864787
"cell150204",284.40427,4372.5957,0.2715567
"cell150205",318.28357,4373.2437,0.6346738
"cell150206",38.535713,4374.6606,0.15800996
"cell150207",61.416668,4369.403,0.048882715
"cell150208",68.655174,4371.8965,0.054988682
"cell150210",549.95,4373.425,0.1367887
"cell150211",156.58139,4371.6743,0.06372643
"cell150212",631.9388,4378.6694,3.0222194
"cell150213",596.6783,4374.539,0.22805858
"cell150217",254.53165,4372.8228,0.4996933
"cell150220",514.1667,4374.222,0.13249882
"cell150221",87.95,4373.525,0.040872704
"cell150222",347.66284,4377.8813,2.2413235
"cell150223",28.795698,4373.8926,0.08117145
"cell150224",81.14286,4376.633,0.050964285
"cell150225",180.22784,4375.658,0.101352505
"cell150226",272.84482,4377.8447,0.21682537
"cell150227",143.16867,4373.554,0.1459445
"cell150230",475.11,4378.65,3.7175107
"cell150231",189.04082,4374.6733,0.081369065
"cell150232",110.28571,4376.643,0.081408724
"cell150233",263.30304,4377.3574,0.46642944
"cell150234",115.674416,4376.256,0.076127134
"cell150235",164.31372,4374.7256,0.068480924
"cell150237",206.64706,4376.549,0.23766267
"cell150239",370.75168,4380.3154,3.6225045
"cell150240",124.81035,4376.431,0.07465419
"cell150243",590.2222,4378.9443,0.60893375
"cell150244",69.25,4378.604,0.056086875
"cell150245",285.6154,4380.0464,0.260067
"cell150247",134.85,4377.967,0.092249244
"cell150248",427.7799,4381.9424,3.4866295
"cell150250",455.16348,4379.0737,3.1291597
"cell150253",512.7075,4378.104,0.28427002
"cell150254",87.6,4379.657,0.0530069
"cell150255",104.770836,4380.1665,0.05146531
"cell150259",217.14285,4381.3174,0.1678923
"cell150263",159.57895,4380.7104,0.049848855
"cell150265",306.21985,4383.8228,0.3879722
"cell150266",167.11111,4380.3057,0.074182235
"cell150267",338.7619,4386.952,1.4670026
"cell150269",153.925,4381.875,0.049627002
"cell150270",187.72,4382.24,0.07795175
"cell150272",547.1967,4384.0327,0.19286357
"cell150273",36.26984,4382.5713,0.2639088
"cell150274",125.97872,4382.7446,0.05840705
"cell150276",92.84,4383.74,0.04552431
"cell150277",504.13113,4383.4424,0.3213864
"cell150280",488.35526,4386.434,3.3334
"cell150284",76.64179,4384.4927,0.05622008
"cell150288",171.68292,4384.244,0.062803075
"cell150291",418.5,4389.953,4.0455084
"cell150293",291.97058,4387,0.34154058
"cell150295",57.8,4389.209,0.23708956
"cell150296",165.39131,4386.4346,0.059415605
"cell150300",440.995,4391.285,3.273333
"cell150302",514.2656,4393,0.24700212
"cell150306",110.61364,4388.773,0.08412867
"cell150307",156.53659,4388.732,0.05080418
"cell150308",123,4389.2256,0.08516009
"cell150309",130.10417,4388.9585,0.070351385
"cell150314",102.10169,4391.2544,0.066003375
"cell150315",367.28476,4396.278,3.4998963
"cell150316",185.38333,4389.65,0.17315489
"cell150317",528.73334,4391.7334,0.16480975
"cell150319",76.795456,4392.636,0.0616869
"cell150321",206.57446,4389.9785,0.06275793
"cell150323",470.325,4392.9375,3.9112918
"cell150324",454.8052,4394.5366,3.5063884
"cell150325",521.6875,4390.2188,0.25135508
"cell150329",274.74652,4393.3955,0.15069933
"cell150330",96.44118,4392.294,0.049440634
"cell150331",350.75073,4395.6885,2.2521765
"cell150332",481.169,4391.817,3.0498323
"cell150333",117.52,4392.24,0.105927244
"cell150334",220.33899,4392.983,0.16804862
"cell150336",547.6389,4392.972,0.14803103
"cell150337",334.47058,4395.108,0.7752865
"cell150339",198.60194,4394.2134,0.0617654
"cell150340",540.4231,4393.596,0.12997983
"cell150341",568.8333,4396,0.3361359
"cell150342",169.20454,4392.886,0.06989195
"cell150343",68.066666,4393.4443,0.07437863
"cell150346",597.5254,4390.6343,0.72077197
"cell150348",285.9655,4397.8623,0.18189946
"cell150349",411.62646,4400.9224,3.0180876
"cell150351",84.73034,4396.5396,0.081492916
"cell150352",156.64815,4396.3706,0.06481927
"cell150353",164.17143,4398.457,0.13900626
"cell150354",108.24324,4395.973,0.05436138
"cell150357",525.1795,4399.077,0.2052178
"cell150358",98.51428,4398.2573,0.057626564
"cell150359",594.8333,4399.1875,0.33002624
"cell150362",574.18463,4401.246,0.5805132
"cell150363",23.742268,4405.3506,0.34174386
"cell150364",549.50946,4400.283,0.16482142
